,text,label
2727,sweep of continentals keeps panthers alive for postseason,0
2728,student protests prevent charles murray from delivering lecture,0
2729,legutko clearly still deciding between middlebury and colby,1
2730,mens lacrosse loses in april for first time eyes elusive nescac crown,0
2731,costume shop director marcia provoncha a source of light and joy,0
2732,update college maintains opt in pass d fail policy,0
2733,focus groups to shape future of ilsley public library,0
2734,three middlebury language schools to move from california to vermont,0
2735,denunzio chirico dive at natatorium for last time this season,0
2736,womens golf takes third at taconic to finish fall season,0
2737,alums launch new errand app popgig,0
2738,spend your summer at vanderbilt ad,0
2739,the lookbook huaraches,0
2740,midds instagram folly is not an anomaly,0
2741,proctor performance satirizes patton administration,0
2742,middlebury reacts to patriots super bowl victory,0
2743,help opioid education program,0
2744,petition calls for the inclusion of students abroad in july housing draw,0
2745,towards a more just opinions section,0
2746,womens basketball slips to 1 3 in conference play after maine weekend,0
2747,the spencer prize 2020 championship,0
2748,stonewall and middlebury exhibits on queer activism,0
2749,my identity and navigating middlebury,0
2750,hillel honors 11 killed in pittsburgh,0
2751,ncaa extends athletic eligibility for 2020 spring athletes,0
2752,middlebury is just learning to deal with students in crisis but it shouldnt be,0
2753,i look at bilingualism as an asset nothing less,0
2754,dear my people slavery never ended it just found new forms,0
2755,bill mckibben talks lessons learned,0
2756,middlebury memes page partners with archives,0
2757,local festival series empowers women in film,0
2758,letter human mistakes are inevitable,0
2759,syntax of dance race communication,0
2760,womens lacrosse rises to no 2,0
2761,student club project pengyou partners with middlingo to teach chinese,0
2762,at very least read the news pass fail,0
2763,community council discusses bookstore transition,0
2764,direct your attention casey neistats reinvention,0
2765,legal financial and language challenges leave vermonts migrant workers especially vulnerable during covid 19 crisis,0
2766,bookstore blues,0
2767,panthers on the track to gold for nescacs,0
2768,symposium for aim focuses on activists and allies,0
2769,can you hear us now president patton,0
2770,mens squash upsets no 2 seed claims second at nationals,0
2771,the librarian is in 46,0
2772,ross and donahue explain how midd works,0
2773,specs and sex at midd,0
2774,beauty or blight plans for solar panels spark debatebeauty or blight plans for solar panels spark debate,0
2775,administration solves financial troubles by printing more students,1
2776,womens hockey splits double dipper,0
2777,direct your attention musics biggest stage is actually quite small,0
2778,missing graduation is a middlebury tradition,0
2779,murray visit likely canceled amid coronavirus measures,0
2780,reel critic apollo 11,0
2781,womens hockey anticipates intensity against pioneers,0
2782,understanding kobe bryants death as a non sports follower,0
2783,students navigate mail in voting ahead of contentious election,0
2784,the students map the campuss guide to campus,0
2785,football fumbles loses to bantams,0
2786,middlebury alumnus starts fundraiser for local business,0
2787,ross bbq beef brisket sandwich ruins plans for valentines day anal,1
2788,womens squash sneaks past nescac rivals,0
2789,federal cuts threaten vt homelessness programs,0
2790,womens tennis enters nescacs on 8 game winning streak,0
2791,the power of empathy in science,0
2792,college administration revokes middview funding request,0
2793,we need more like the noodle,0
2794,dancing in the rain field hockey crushes colby 5 2,0
2795,mens hockey shows signs of brilliance,0
2796,editors note the front page photograph,0
2797,the campuss guide to this years sga elections,0
2798,the librarian is in 18,0
2799,panthers prove prowess at unh carnival,0
2800,packed addison county senate race most expensive in history,0
2801,editorial 42,0
2802,southern vermont college falls to states declining enrollments,0
2803,reel critic objector,0
2804,new science study finds men not willing to put up with negative side effects of shampoo,1
2805,mens lacrosse splits nescac play beats springfield,0
2806,womens soccer finishes season second in nescac,0
2807,notes from the desk we need your help,0
2808,cross country takes vermont invite,0
2809,first year senators elected,0
2810,where the hamilton forum gets its money,0
2811,in support of equal opportunity in the public sphere,0
2812,buns hun dual bakery and italian restaurant now open,0
2813,the best response to kavanaugh vote,0
2814,onward how the campus is continuing its coverage,0
2815,chemistry professor who asked offensive question to take immediate leave of absence,0
2816,hamilton forum debate contends with the power of the supreme court,0
2817,breaking leaked documents show mcab promises vaccines for winter carnival,1
2818,vermont becomes first state to offer covid 19 economic aid to undocumented immigrants,0
2819,womens squash takes down amherst finishes 15th at nationals,0
2820,direct your attention malcolm gladwells perfect history,0
2821,organ concert brings joy to audiences,0
2822,students gear up for the first remote winter term,0
2823,welcome febs,0
2824,notes from the desk why zeitgeist,0
2825,the librarian is in how to read the air,0
2826,student who skimmed through new safecollege trainings unable to answer riddles of marbleworks bridge troll,1
2827,mens tennis faces di teams,0
2828,womens soccer kicks away the competition,0
2829,mens basketball fails to find way past trinity in nescac quarterfinals,0
2830,the complicity projects launches display in davis library,0
2831,challenging the american historical narrative,0
2832,black lives matter safe space opens in winooski,0
2833,sga proposes appeals process for invited speakers,0
2834,former college employee opens bbq joint en route to snow bowl,0
2835,medical marijuana dispensary eyes middlebury,0
2836,vt lawmakers vote to protect abortion rights,0
2837,news in brief,0
2838,37616,0
2839,where in the world is allison stanger,0
2840,playing to win,0
2841,coronavirus,0
2842,why we should listen to the protesters,0
2843,student pianists perform bach chopin,0
2844,community rallies for trans rights with dancing speakers,0
2845,swimming leaves union in dust,0
2846,reel critic the trial of chicago 7,0
2847,track and field breaks records at diii new englands,0
2848,the soul of seoul comes to middlebury,0
2849,swimming diving defeats union by 100 points,0
2850,first student to visit commons office this semester actually just lost in ross basement,1
2851,kavanaugh participates in student black out,1
2852,reel critic and then we danced,0
2853,tedxmiddlebury speakers define struggles themselves,0
2854,mens squash values upcoming opportunity vs uva,0
2855,mens tennis beats no 1 emory making case for top ita ranking,0
2856,new master plan envisions future of college libraries,0
2857,snowden cancels talk due to inclement weather,1
2858,injustice doesnt have a schedule students join protests across the country,0
2859,letter from the aei club,0
2860,the big sip laps up success,0
2861,mad taco and kindred eateries to fill the old stone mill,0
2862,in regard to riddims history give it back,0
2863,baseball builds momentum for cacs,0
2864,free speech vs elevated speech,0
2865,vermont breaks single day covid record adopts travel ban,0
2866,swimming and diving gets ready for nescacs,0
2867,first responders middlebury students take to local ems and fire,0
2868,reflections from the curator of lets celebrate resilience,0
2869,womens swimming diving takes seventh at nescacs,0
2870,notes from the desk on the pittsburgh shooting,0
2871,youpower launches ipower live for 45 minutes as a super hot blonde,1
2872,twilight project to investigate obscured histories of marginalization at middlebury,0
2873,skinny pancake ditches nutella,0
2874,proc or ross settling the debate,0
2875,power outage hits college night before classes causes flash light party,0
2876,novel by midd alumna hits shelves,0
2877,mens lax earns huge upset win in nescac first round,0
2878,womens basketball plays opponents close in tough losses,0
2879,young people you should care too,0
2880,student activists hold fossil free fest before divestment vote,0
2881,there was a day when like half the class was gone flu season hit middlebury hard this j term,0
